ID,Name,Nationality,Club,Preferred Foot,Work Rate
241027,B. Galván,Argentina,Club Atlético Colón,Right,Medium/ Medium
228740,C. Jacob,France,Stade Brestois 29,Right,Medium/ Medium
233092,J. Pereyra,Argentina,Rosario Central,Left,Medium/ Medium
222853,J. Hou Sæter,Norway,Stabæk Fotball,Right,Medium/ Medium
233093,S. Lebus,Argentina,Unión de Santa Fe,Right,Medium/ Medium
234886,M. Dimun,Slovakia,Cracovia,Right,Medium/ Medium
199047,D. Corcoran,Republic of Ireland,Bohemian FC,Right,High/ Medium
242823,E. Cantú,Mexico,Monterrey,Right,Medium/ Medium
140424,C. Beardsley,England,Burton Albion,Right,Medium/ High
172680,S. Sinclair,England,Bristol Rovers,Right,High/ High
239496,Y. Fekir,France,Olympique Lyonnais,Right,High/ Medium
228745,C. Riascos,Colombia,Atlético Huila,Right,Medium/ Medium
234377,D. Choinière,Canada,Montreal Impact,Right,High/ Low
225674,D. Fernández,Chile,Deportes Iquique,Right,Medium/ Medium
229771,C. McCarthy,Republic of Ireland,Cork City,Right,Low/ High
242828,Lee Tae Ho,Korea Republic,Gangwon FC,Right,Medium/ High
237965,Yeun Jong Gyu,Korea Republic,FC Seoul,Right,High/ High
239245,F. Piszczek,Poland,Cracovia,Right,Medium/ Low
244109,M. Krauß,Germany,SpVgg Unterhaching,Right,Medium/ Medium
155534,K. Lowe,England,Macclesfield Town,Right,Medium/ Medium
231310,S. Nigro,Australia,Brisbane Roar,Right,Medium/ Medium
238990,S. Lavery,Northern Ireland,Everton,Right,High/ Medium
241038,K. Bennetts,England,Borussia Mönchengladbach,Left,High/ Medium
198543,A. Greene,Republic of Ireland,Shamrock Rovers,Left,High/ Medium
229263,M. Zeidan,Sweden,IF Brommapojkarna,Left,Medium/ Medium
244879,T. Pukhov,Russia,PFC CSKA Moscow,Left,High/ Medium
246415,N. Fadiga,Belgium,Club Brugge KV,Left,High/ Medium
243600,E. Durrell,England,Macclesfield Town,Right,Medium/ Medium
246160,H. Gueye,Senegal,Chamois Niortais Football Club,Left,Low/ Medium
243601,D. Fitzpatrick,England,Macclesfield Town,Left,Medium/ Medium
245393,V. Theocharis,Greece,Panathinaikos FC,Right,Medium/ Medium
241298,Liu Huan,China PR,Beijing Sinobo Guoan FC,Right,Medium/ Medium
189331,G. Taylor,England,Cambridge United,Left,Medium/ Medium
152724,D. Pugh,England,Port Vale,Left,Low/ Medium
240532,F. Rohner,Switzerland,FC Zürich,Right,Medium/ Medium
245908,M. García,Colombia,Deportivo Pasto,Right,Medium/ Medium
246164,L. Valenti,Argentina,Club Atlético Lanús,Right,Medium/ High
226197,Feng Jing,China PR,Chongqing Dangdai Lifan FC SWM Team,Right,High/ Medium
238485,M. Kessel,Germany,SC Fortuna Köln,Left,Medium/ Medium
246165,J. Sinisterra,Colombia,Club Atlético Lanús,Right,High/ Medium
233366,V. Henry,France,Stade Brestois 29,Right,High/ Medium
245398,C. Chastang,France,Clermont Foot 63,Right,Medium/ Medium
201111,M. Górski,Poland,Korona Kielce,Right,Medium/ Medium
231063,C. Lewis,New Zealand,Scunthorpe United,Left,Medium/ Medium
232856,S. Kono,Japan,V-Varen Nagasaki,Right,High/ Medium
203417,E. Oyeleke,England,Port Vale,Right,Medium/ Medium
207513,G. Holohan,Republic of Ireland,Waterford FC,Right,Medium/ Medium
236697,J. Romil,France,Valenciennes FC,Right,Medium/ Medium
176793,R. Lawan,Sweden,Dalkurd FF,Right,High/ Medium
241051,A. Canbaz,Turkey,Eintracht Braunschweig,Right,Medium/ Medium
246427,M. Berden,Netherlands,Vitesse,Right,High/ Medium
227997,O. Zanzala,Congo,Accrington Stanley,Right,Medium/ Medium
236445,J. Kabongo,Denmark,Brøndby IF,Left,Medium/ High
238494,D. Gojko,Poland,Piast Gliwice,Right,Medium/ Medium
243358,Park Chang Jun,Korea Republic,Gangwon FC,Right,Medium/ Medium
229279,M. Hingerl,Germany,SG Sonnenhof Großaspach,Right,Medium/ Medium
233887,J. Chicco,Argentina,Boca Juniors,Right,Low/ Medium
241311,Ke Zhao,China PR,Henan Jianye FC,Left,High/ Medium
229536,H. Tijanovich,Argentina,Gimnasia y Esgrima La Plata,Right,Medium/ Low
243360,N. Fröling,Sweden,Kalmar FF,Right,Medium/ Medium
223905,P. Ng,England,Crewe Alexandra,Right,Medium/ Medium
235169,K. Miś,Poland,Wisła Płock,Right,Medium/ High
244897,I. Musalami,Saudi Arabia,Al Hazem,Right,Medium/ Medium
242850,S. Asta,Germany,FC Augsburg,Right,Medium/ Medium
245154,A. Verda,Mexico,Querétaro,Right,Medium/ Low
239267,A. Pululu,Angola,FC Basel 1893,Right,High/ Medium
213156,R. Browne,Antigua & Barbuda,Yeovil Town,Right,Medium/ Medium
237220,C. Odoi-Atsem,United States,DC United,Right,Medium/ Medium
244644,D. Aymerich,Mexico,Puebla FC,Right,Medium/ Medium
212133,A. Hollingen,Norway,IK Start,Right,Medium/ Medium
236454,S. Doumbia,Ivory Coast,Grasshopper Club Zürich,Left,Medium/ Medium
240038,N. Mbouhom,Cameroon,Eintracht Frankfurt,Left,Medium/ Medium
236455,J. Morsay,Sweden,GIF Sundsvall,Right,Medium/ Medium
242599,R. Frantsen,Denmark,AC Horsens,Right,High/ Medium
242344,C. Siya,Germany,DSC Arminia Bielefeld,Left,Medium/ Medium
242857,Yun Ji Hyeok,Korea Republic,Jeonbuk Hyundai Motors,Right,Medium/ High
243882,J. Dörfler,Germany,KFC Uerdingen 05,Right,Medium/ Medium
244906,A. Tiritiello,Italy,Cosenza,Right,Low/ High
244395,A. Nathaniel-George,England,Crawley Town,Right,Medium/ Medium
224685,Zhang Xiaobin,China PR,Jiangsu Suning FC,Right,Medium/ Medium
224430,D. Chessa,Germany,KFC Uerdingen 05,Left,Medium/ High
224686,Tao Yuan,China PR,Jiangsu Suning FC,Right,Medium/ Medium
227502,M. Balcılar,Turkey,Çaykur Rizespor,Right,High/ Low
233902,A. Diallo,Guinea,Red Star FC,Left,Medium/ Medium
228783,A. Lajami,Saudi Arabia,Al Fateh,Right,Medium/ Medium
240047,P. Soko,Cameroon,Club Atlas,Right,Medium/ Medium
243631,M. Camara,France,AS Saint-Étienne,Right,High/ Medium
246191,J. Álvarez,Argentina,River Plate,Right,High/ Low
227760,A. Nesbitt,Scotland,Milton Keynes Dons,Right,Medium/ Medium
239536,L. Kosakiewicz,Poland,Korona Kielce,Right,High/ Medium
204721,Lee Jong Won,Korea Republic,Sangju Sangmu FC,Left,Medium/ Medium
236209,D. Hume,England,Sunderland,Left,High/ Medium
221874,E. Besea,Ghana,Frosinone,Right,Medium/ Medium
238771,F. Núñez,Argentina,Godoy Cruz,Right,Medium/ Medium
230836,E. Dahl Reitan,Norway,Rosenborg BK,Right,High/ Medium
242356,A. Bianchimano,Italy,Perugia,Right,High/ Low
244404,J. Vreman,Netherlands,De Graafschap,Right,Medium/ Medium
245172,M. Di Gennaro,Italy,Livorno,Right,Medium/ Medium
213686,D. Love,Scotland,Sunderland,Right,High/ High
222647,C. Torres,Mexico,Club León,Right,Medium/ Medium
223159,R. Dickie,England,Oxford United,Right,Medium/ Medium
246455,Pablo Ramón,Spain,RCD Mallorca,Right,Medium/ Medium
235960,G. Güney,Turkey,Galatasaray SK,Right,Medium/ Medium
237753,T. Iida,Japan,Shimizu S-Pulse,Right,High/ Medium
244921,Sergio Moreno,Spain,Rayo Vallecano,Right,Medium/ Medium
243642,W. Tchimbembé,France,ESTAC Troyes,Left,High/ Medium
228795,M. Abu Shararah,Saudi Arabia,Al Raed,Right,Medium/ Low
238011,P. Pusic,Switzerland,Grasshopper Club Zürich,Right,Medium/ Medium
233404,I. Rojas,Colombia,Envigado FC,Left,Medium/ Medium
243644,B. Sissoko,France,ESTAC Troyes,Right,Medium/ Medium
245436,S. Paintsil,Ghana,FC Admira Wacker Mödling,Right,High/ Low
240829,E. Amenyido,Germany,VfL Osnabrück,Right,High/ Medium
230846,R. Charles-Cook,England,Gillingham,Right,High/ High
234942,M. Heinrich,Germany,SC Preußen Münster,Right,Medium/ Medium
238270,A. Erlingmark,Sweden,IFK Göteborg,Right,Low/ High
224447,G. Jones,Wales,Fleetwood Town,Right,High/ Medium
241343,Qiu Tianyi,China PR,Tianjin TEDA FC,Right,Medium/ Medium
224705,Yang Jiawei,China PR,Jiangsu Suning FC,Right,Medium/ Medium
240577,K. Khosonov,Russia,PFC CSKA Moscow,Right,Medium/ Medium
189377,S. Frederiksen,Denmark,SønderjyskE,Left,High/ Medium
213698,J. Barmby,England,Portland Timbers,Left,Medium/ Medium
241090,J. Franzoni,Argentina,Patronato,Right,Medium/ Medium
241858,A. Bamba,Ivory Coast,Paris FC,Right,Medium/ Medium
244419,C. Ilic,Croatia,TSV Hartberg,Right,Medium/ Medium
235205,B. Gyamfi,Ghana,Benevento,Right,Medium/ High
227526,G. Canto,Argentina,Club Tijuana,Left,Low/ Medium
245702,Adrià Arjona,Spain,CF Reus Deportiu,Right,Medium/ Medium
211144,C. McFadzean,Scotland,Bury,Left,Medium/ Medium
157128,K. Brennan,Republic of Ireland,St. Patrick's Athletic,Left,Medium/ Medium
243144,E. Berger,Norway,IK Start,Right,Low/ High
244680,M. Choinière,Canada,Montreal Impact,Right,Medium/ Medium
235209,A. Siebeck,Germany,Karlsruher SC,Left,Medium/ Medium
241865,N. Sukacev,Switzerland,Grasshopper Club Zürich,Left,Medium/ Medium
151498,G. Thompson,England,Morecambe,Right,Medium/ Medium
242122,D. Tagami,Japan,V-Varen Nagasaki,Right,Medium/ Medium
244170,D. Vokic,Slovenia,Zagłębie Sosnowiec,Right,Medium/ Medium
239307,R. D'Haese,Belgium,KV Oostende,Right,Medium/ Medium
239819,S. Seth,Nigeria,Yeni Malatyaspor,Right,Medium/ Medium
242635,I. Ogbu,Nigeria,Rosenborg BK,Right,Medium/ High
239308,T. Ivanof,Belgium,KV Kortrijk,Right,Medium/ Medium
237773,C. González,Mexico,Club Atlas,Right,Medium/ Medium
240333,B. Öztürk,Turkey,Antalyaspor,Right,Medium/ Medium
244941,M. Fischer,Austria,SCR Altach,Left,High/ Medium
237518,M. Drawz,Poland,Hamburger SV,Left,Medium/ Medium
240334,Z. Medley,England,Arsenal,Right,Medium/ High
211152,M. Al Olayan,Saudi Arabia,Al Taawoun,Right,Medium/ Medium
239568,A. Kovačević,Bosnia Herzegovina,Korona Kielce,Right,Medium/ Medium
220882,F. Graudenz,Germany,FC Energie Cottbus,Left,Medium/ Medium
242643,L. Fraser,Canada,Toronto FC,Right,Medium/ Medium
244691,J. van Benthem,Netherlands,Heracles Almelo,Right,Low/ Medium
207828,C. Stockton,England,Tranmere Rovers,Right,Medium/ Low
242132,D. Sánchez,Colombia,Itagüí Leones FC,Left,Medium/ Medium
243156,Álvaro García,Spain,Albacete BP,Left,Medium/ Medium
204501,D. Leadbitter,England,Bristol Rovers,Right,High/ High
226261,C. Ainley,England,Crewe Alexandra,Right,Medium/ Medium
238037,N. Bazzana,Argentina,Estudiantes de La Plata,Right,Low/ Medium
241877,M. Molina,Argentina,Independiente,Right,Medium/ Medium
244437,V. Sirotov,Russia,Zagłębie Lubin,Left,Medium/ Medium
246229,M. Boudjemaa,France,En Avant de Guingamp,Right,Medium/ Medium
226006,C. Horgan,Republic of Ireland,Cork City,Right,Medium/ Medium
211415,M. Rhead,England,Lincoln City,Right,Medium/ Medium
239575,G. Nyamsi,France,Stade Rennais FC,Right,Medium/ Medium
246231,E. Reijnders,Netherlands,PEC Zwolle,Right,Medium/ Medium
232920,C. McDermott,Republic of Ireland,Derry City,Right,Medium/ Medium
242136,U. Mohammed,Nigeria,Sarpsborg 08 FF,Right,Medium/ Medium
226521,E. Andersson,Sweden,Trelleborgs FF,Left,Medium/ Medium
173785,L. Joyce,England,Port Vale,Right,Medium/ Medium
240857,A. Majrashi,Saudi Arabia,Al Ahli,Right,Medium/ High
244953,C. Pombo,Argentina,Atlético Tucumán,Right,Medium/ Medium
139482,M. Bean,Jamaica,Wycombe Wanderers,Right,Medium/ High
220635,T. Conlon,England,Port Vale,Left,High/ High
228315,A. Purzycki,Poland,Miedź Legnica,Right,Medium/ Medium
233435,M. Maranda,Austria,FC Wacker Innsbruck,Right,Medium/ Medium
238043,A. Al Obud,Saudi Arabia,Ettifaq FC,Right,Medium/ Medium
242139,T. Kallevåg,Norway,FK Haugesund,Right,Medium/ Medium
243931,Gori López,Spain,CF Reus Deportiu,Right,Medium/ Medium
238044,S. Al Khayri,Saudi Arabia,Ettifaq FC,Right,High/ Medium
197597,F. Musaev,Uzbekistan,Júbilo Iwata,Right,Medium/ Medium
222173,Chen Jie,China PR,Beijing Renhe FC,Right,Medium/ Medium
225757,M. Burgess,Australia,Wellington Phoenix,Left,Medium/ Medium
237277,E. Kutler,United States,New York Red Bulls,Right,Medium/ Medium
243677,T. Siekman,Netherlands,FC Emmen,Left,Medium/ Medium
246237,E. Bullaude,Argentina,Godoy Cruz,Right,Medium/ Medium
222174,Shi Liang,China PR,Beijing Renhe FC,Right,Medium/ Medium
238046,D. Camacho,Colombia,La Equidad,Right,Medium/ Medium
209887,J. Oates,Australia,Exeter City,Right,Medium/ High
227040,S. Cosgrove,England,Aberdeen,Right,High/ Low
241632,B. Garré,Argentina,Manchester City,Left,Medium/ Medium
223969,J. Jones,Scotland,Crewe Alexandra,Right,Medium/ Medium
232161,R. Tranberg,Sweden,Dalkurd FF,Right,Low/ Medium
242401,S. Bougrine,Morocco,Paris FC,Right,Medium/ Medium
205026,S. Byrne,Scotland,Livingston FC,Right,Medium/ Medium
233954,C. Calderón,Mexico,Club Atlas,Right,Medium/ Medium
234466,F. Juárez,Argentina,Club Atlético Talleres,Right,Medium/ Medium
243938,F. Lapis,France,Chamois Niortais Football Club,Left,Medium/ Medium
245986,Cristian Rodríguez,Spain,Atlético Madrid,Right,Medium/ Medium
199139,S. Folan,Republic of Ireland,Dundalk,Right,High/ Low
222180,Shan Pengfei,China PR,Dalian YiFang FC,Right,Medium/ Medium
244452,U. Tezel,Germany,SC Preußen Münster,Right,High/ Medium
245220,A. Camara,Senegal,KV Kortrijk,Right,Medium/ Medium
232677,A. Al Sharid,Saudi Arabia,Al Fateh,Left,Medium/ Medium
239333,M. Demir,Turkey,Hannover 96,Left,High/ Medium
242662,J. Borgmann,Germany,SC Preußen Münster,Right,Medium/ Medium
244454,D. Esmel,Ivory Coast,1. FC Kaiserslautern,Right,High/ Low
204007,T. Nichols,England,Bristol Rovers,Right,Medium/ Medium
227815,V. Arboleda,Colombia,Portland Timbers,Right,High/ Low
229607,G. Mells,Australia,Fortuna Sittard,Right,Medium/ Medium
233703,Z. Grich,France,Chamois Niortais Football Club,Left,Medium/ High
202984,Yoon Dong Min,Korea Republic,Jeonnam Dragons,Right,High/ Medium
226792,M. Jadama,United States,Portland Timbers,Right,Medium/ High
228072,Qi Tianyu,China PR,Shandong Luneng TaiShan FC,Right,Medium/ Medium
228584,A. May,England,Portsmouth,Right,Medium/ Medium
231144,C. Maghoma,DR Congo,Arka Gdynia,Right,Low/ Medium
234472,M. Sorensen,Denmark,Brentford,Left,High/ Medium
239848,O. Dytyatev,Ukraine,Cracovia,Right,Medium/ High
243432,P. Mbodji,Senegal,Getafe CF,Right,Medium/ Medium
233961,S. Al Najai,Saudi Arabia,Al Nassr,Right,Medium/ Medium
244714,M. Bokoum,Belgium,AS Béziers,Left,Medium/ Medium
231147,R. Wolsztyński,Poland,Górnik Zabrze,Left,Medium/ Medium
223468,L. Cruz,Mexico,Tigres U.A.N.L.,Left,High/ Low
230124,R. Escobar,Chile,Audax Italiano,Right,Low/ High
235500,A. Al Shammary,Saudi Arabia,Al Shabab,Left,Medium/ Low
245228,F. Krüger,Germany,FC Erzgebirge Aue,Right,High/ Medium
219886,H. Heath,England,Minnesota United FC,Right,Medium/ Medium
224238,W. Boyle,England,Cheltenham Town,Right,Medium/ Medium
242158,A. Rodríguez,Argentina,Newell's Old Boys,Right,Medium/ Medium
242670,T. Domgjoni,Switzerland,FC Zürich,Right,Medium/ Medium
225775,M. Bola,England,Blackpool,Left,High/ Medium
232687,H. Mitsumaru,Japan,Sagan Tosu,Left,Medium/ Medium
241647,J. Qwiberg,Sweden,San Jose Earthquakes,Left,Medium/ Medium
226800,B. Ashley-Seal,England,Wolverhampton Wanderers,Right,High/ Medium
232944,S. Fujitani,Japan,Vissel Kobe,Right,Medium/ Medium
234225,Sergi Álamo,Spain,Girona FC,Left,Medium/ Medium
246257,A. Ćatić,Bosnia Herzegovina,PSV,Right,Medium/ Medium
241394,A. Akinola,United States,Toronto FC,Right,High/ Medium
207603,P. Grant,Scotland,Plymouth Argyle,Right,Medium/ High
228339,K. Monlouis,England,Hamilton Academical FC,Right,Medium/ Medium
242419,B. Njie,Norway,Odds BK,Right,Medium/ Medium
217332,E. Monthe,Cameroon,Tranmere Rovers,Left,Low/ High
242420,V. Millico,Italy,Torino,Right,High/ Medium
223989,N. Husin,Afghanistan,Notts County,Right,High/ High
226549,D. Salazar,Chile,CD O'Higgins,Left,Medium/ Medium
242677,V. Drchal,Czech Republic,Sparta Praha,Right,High/ Medium
242933,J. Caraballo,Venezuela,CD Huachipato,Right,High/ Medium
226550,C. Zock,Cameroon,FC Sion,Right,Medium/ Medium
230646,A. Chrzanowski,Poland,Lechia Gdańsk,Left,Medium/ Medium
231926,T. Clarke,Republic of Ireland,Shamrock Rovers,Left,High/ Medium
245750,F. Carstens,Germany,FC St. Pauli,Right,Medium/ High
225015,G. Scalera,Italy,Pescara,Right,Medium/ Medium
236023,B. Levis,Canada,Vancouver Whitecaps FC,Left,High/ High
206072,B. Miele,Republic of Ireland,Shamrock Rovers,Right,Medium/ Low
242681,J. Abarzua,Chile,CD Universidad de Concepción,Right,Medium/ Medium
237818,N. Arena,Argentina,Vélez Sarsfield,Right,Medium/ Medium
243450,S. Marasovic,France,Olympique de Marseille,Right,Medium/ Medium
213499,M. Falkeborn,Sweden,Lillestrøm SK,Right,Medium/ Medium
239355,R. Boultam,Netherlands,US Cremonese,Right,Medium/ Medium
239867,G. Giannoutsos,Greece,AEK Athens,Left,High/ Medium
229372,A. Davies,Wales,Fulham,Right,Medium/ Medium
236540,S. Adrian,Sweden,Malmö FF,Left,Medium/ Medium
169725,I. Miller,England,Oldham Athletic,Left,Medium/ Low
231422,V. Rodríguez,Mexico,Club América,Right,High/ Medium
232190,N. Hagelskjær,Denmark,Esbjerg fB,Right,Medium/ Medium
198655,C. Missilou,Congo,Oldham Athletic,Right,Medium/ High
225279,C. McGrandles,Scotland,Milton Keynes Dons,Right,High/ High
219392,A. Rufer,New Zealand,Wellington Phoenix,Right,Medium/ Medium
206081,R. Hall-Johnson,England,Grimsby Town,Right,Medium/ Medium
237825,N. Kirby,England,Crystal Palace,Right,Medium/ Medium
238081,E. Mena,Colombia,Patriotas Boyacá FC,Right,High/ Medium
240129,M. Haarup,Denmark,Hobro IK,Right,High/ Medium
240641,S. Kassar,Saudi Arabia,Ohod Club,Left,High/ Medium
206082,K. Callan-McFadden,Republic of Ireland,Sligo Rovers,Right,Medium/ Medium
200195,Ramón,Brazil,SønderjyskE,Right,High/ Medium
226563,R. Grego-Cox,Republic of Ireland,Crawley Town,Right,High/ Medium
229123,R. Broom,Wales,Cheltenham Town,Right,Medium/ Medium
211717,L. Fenton,New Zealand,Wellington Phoenix,Right,High/ Low
241158,M. Özvardar,Turkey,Sivasspor,Right,Medium/ Medium
235271,A. Siemaszko,Poland,Zagłębie Lubin,Right,Medium/ Medium
243719,B. Breukers,Netherlands,Fortuna Sittard,Right,Medium/ Medium
243975,G. Kılıç,Germany,1. FC Heidenheim 1846,Right,Medium/ Medium
244487,H. Koné,Ivory Coast,Neuchâtel Xamax,Right,High/ Medium
246279,Iván Martos,Spain,UD Almería,Left,Medium/ Medium
215816,D. O'Halloran,Republic of Ireland,Waterford FC,Right,High/ Low
241160,G. McEachran,England,Chelsea,Left,Medium/ Medium
245000,N. Mekonnen,Germany,RB Leipzig,Right,Medium/ Medium
227082,D. Markey,Republic of Ireland,St. Patrick's Athletic,Right,High/ Medium
242186,J. Schuurman,Netherlands,Vitesse,Right,Medium/ Medium
244490,J. Stanic,Croatia,FC Augsburg,Right,Medium/ Medium
238347,Joo Hyun Ho,Korea Republic,Suwon Samsung Bluewings,Left,High/ Low
234252,C. Jordan,England,Bournemouth,Right,Medium/ High
246284,Óscar Gil,Spain,Elche CF,Right,Medium/ Medium
218381,S. Matthews,England,Bristol Rovers,Left,High/ Medium
232973,K. Fukuda,Japan,V-Varen Nagasaki,Right,Medium/ Medium
245773,L. Kryeziu,Kosovo,FC Lugano,Right,Medium/ Low
241422,K. Hansen,Norway,Southampton,Left,High/ Low
243982,Y. Yakovenko,Ukraine,Esbjerg fB,Left,Medium/ Medium
227855,B. Sabovic,Sweden,Djurgårdens IF,Right,Medium/ Low
244239,F. Irie,Ivory Coast,KSV Cercle Brugge,Right,Medium/ Medium
242193,D. Padilla,Colombia,La Equidad,Right,Medium/ Medium
245521,M. Bakhit,Saudi Arabia,Al Hazem,Right,Medium/ Medium
246033,S. Sosa,Argentina,River Plate,Right,Medium/ Medium
198162,F. Mveng,Switzerland,FC Sion,Right,Medium/ Medium
203282,M. Velázquez,Mexico,Club León,Right,Medium/ High
230930,Nuno Malheiro,Portugal,Zagłębie Sosnowiec,Left,High/ Medium
203539,K. Devaney,Republic of Ireland,Bohemian FC,Right,High/ Medium
233491,J. Kristoffersen,Norway,Hobro IK,Right,Medium/ Medium
236563,F. Şimşek,Germany,Çaykur Rizespor,Left,High/ Low
218646,M. Smith,England,Swindon Town,Right,Medium/ Medium
242454,M. Čović,Germany,Hertha BSC,Right,Medium/ Medium
232471,N. Sugai,Japan,Vegalta Sendai,Right,Medium/ High
232727,K. Ikeda,Japan,Sagan Tosu,Right,Medium/ Medium
243479,M. Fonseca,Argentina,Patronato,Right,Medium/ Medium
245015,Y. Roemer,Netherlands,VVV-Venlo,Right,Medium/ Medium
184599,R. Simpson,England,Milton Keynes Dons,Right,High/ Medium
234264,Jeong Seung Won,Korea Republic,Daegu FC,Right,High/ Medium
243992,T. Corbaz,Switzerland,Neuchâtel Xamax,Right,Medium/ Medium
242457,B. Lika,Switzerland,Grasshopper Club Zürich,Right,Medium/ Medium
238106,Wang Wei,China PR,Shanghai Greenland Shenhua FC,Left,High/ High
246298,K. Sidibé,France,Toulouse Football Club,Right,Medium/ Medium
235549,A. Ramalingom,France,AS Béziers,Right,Medium/ Medium
182046,Zhou Liao,China PR,Tianjin TEDA FC,Right,High/ Medium
214559,K. Madianga,France,Dundee FC,Right,Medium/ Medium
235551,I. Al Shuayl,Saudi Arabia,Al Qadisiyah,Left,Medium/ Medium
243744,P. Gehrmann,Germany,FC Energie Cottbus,Right,Medium/ Medium
229922,O. Al Khalaf,Saudi Arabia,Ettifaq FC,Right,Medium/ Medium
241186,V. Kušej,Czech Republic,SG Dynamo Dresden,Left,Medium/ Low
244770,F. Manzo,Chile,Unión La Calera,Right,Medium/ Medium
241445,A. Sissoko,France,Clermont Foot 63,Right,Medium/ Medium
228134,P. McClean,Republic of Ireland,Sligo Rovers,Left,Medium/ Medium
235815,S. Sidler,Switzerland,FC Luzern,Right,Medium/ Medium
245543,C. Kühlwetter,Germany,1. FC Kaiserslautern,Right,High/ Medium
230697,E. Robson,England,Sunderland,Left,Medium/ Medium
224554,Gao Jiarun,China PR,Tianjin TEDA FC,Right,High/ High
165932,D. Pender,Republic of Ireland,Bohemian FC,Right,Medium/ High
243500,A. Gamboa,Costa Rica,Waasland-Beveren,Left,Medium/ Medium
244012,E. Henschel,Germany,Hallescher FC,Right,Medium/ Medium
246060,J. Abbel,Netherlands,Willem II,Left,Medium/ Medium
242989,Han Seung Wook,Korea Republic,Jeonnam Dragons,Right,Medium/ Medium
190509,K. Eek,Norway,Ranheim Fotball,Right,Low/ Medium
242735,C. Manley,United States,Minnesota United FC,Right,High/ Medium
246064,J. Peñaloza,Colombia,SD Huesca,Right,High/ Low
241969,D. Martinović,Croatia,SV Wehen Wiesbaden,Right,Medium/ Medium
239666,T. Müsel,Germany,Borussia Mönchengladbach,Right,Medium/ Medium
242482,E. Coronel,Argentina,Club Atlético Banfield,Right,Medium/ Medium
245810,W. Ditta,Colombia,Junior FC,Right,Medium/ Medium
237363,J. Andersson,Sweden,Djurgårdens IF,Right,High/ Medium
235572,R. Sykes,England,Accrington Stanley,Right,Low/ High
244532,P. Kucharczyk,Poland,Śląsk Wrocław,Right,Medium/ Medium
244788,P. Bucha,Czech Republic,Viktoria Plzeň,Right,Medium/ Medium
233269,K. Colvey,New Zealand,Colorado Rapids,Left,Medium/ High
235061,O. Al Sunain,Saudi Arabia,Ettifaq FC,Right,High/ Medium
238389,B. Wilmot,England,Watford,Right,Medium/ Medium
203830,S. Kelly,England,Hamilton Academical FC,Left,Medium/ Medium
220214,M. Bachini,Italy,Spezia,Right,Medium/ Medium
246070,Iván Jaime,Spain,Málaga CF,Right,Medium/ Medium
181558,R. Armand,France,GFC Ajaccio,Right,High/ Medium
246071,Oh Inpyo,Korea Republic,LASK Linz,Right,Medium/ Medium
228665,R. Ariza,Colombia,Alianza Petrolera,Left,Medium/ Medium
240953,N. Tenaglia,Argentina,Club Atlético Talleres,Right,Medium/ Medium
243514,J. Meier,Germany,FC Bayern München,Left,Medium/ Medium
246074,B. Goller,Germany,FC Schalke 04,Right,High/ Medium
194363,N. Yamada,Japan,Urawa Red Diamonds,Right,High/ Medium
215100,P. Arredondo,Chile,Deportes Iquique,Left,Low/ Medium
239676,K. Taylor,England,Bournemouth,Right,Medium/ Medium
231997,F. Hollinger-Janzen,Benin,New England Revolution,Right,High/ Low
222782,M. Baghdadi,Germany,Bristol Rovers,Left,High/ Medium
224318,O. Sterling-James,St Kitts Nevis,Mansfield Town,Right,Medium/ Low
233022,Yang Ting,China PR,Guizhou Hengfeng FC,Right,Low/ Medium
244542,K. Kaïboue,France,Montpellier HSC,Left,Medium/ Medium
243519,V. Burgoa,Argentina,Godoy Cruz,Left,High/ High
244799,Pol Moreno,Spain,GIF Sundsvall,Right,Low/ Medium
209728,M. Blakstad,Norway,Ranheim Fotball,Right,Medium/ Medium
238656,S. Tigges,Germany,VfL Osnabrück,Left,Medium/ Medium
238912,S. Abdullah,Saudi Arabia,Ohod Club,Right,Medium/ Medium
233793,A. Lewis,Wales,Swansea City,Right,Medium/ Medium
239425,C. Kablan,Switzerland,FC Thun,Right,Medium/ Medium
239681,O. Bertel,Colombia,Millonarios FC,Left,Medium/ Medium
220994,J. Bridge,England,Northampton Town,Right,High/ Medium
232258,Song Wenjie,China PR,Hebei China Fortune FC,Right,Medium/ Medium
241476,Raúl Sánchez,Spain,CD Leganés,Left,Medium/ Medium
244036,A. Önal,Turkey,MKE Ankaragücü,Right,High/ Low
245060,A. Casco,Argentina,Club Atlético Huracán,Right,Medium/ Medium
215365,L. Forte,Italy,Pescara,Right,Medium/ Medium
200263,D. Cawley,Republic of Ireland,Sligo Rovers,Right,Medium/ Medium
232264,Che Shiwei,China PR,Hebei China Fortune FC,Left,Medium/ Medium
233800,F. Bjørkan,Norway,FK Bodø/Glimt,Left,Medium/ Medium
238920,J. Córdova,Canada,CD Huachipato,Right,High/ Medium
206409,T. Marsh,England,Macclesfield Town,Right,Medium/ Medium
232521,L. Merolla,Argentina,Club Atlético Huracán,Left,Medium/ Medium
229706,V. Wojtkowiak,France,Racing Club de Lens,Right,Medium/ Medium
242250,G. Verón,Argentina,Argentinos Juniors,Right,High/ Low
239947,R. Meraz,Mexico,Monarcas Morelia,Right,Low/ Medium
191563,T. Miyazaki,Japan,Júbilo Iwata,Left,Medium/ Medium
